Id,Category
HW00002759,1
HW00003413,6
HW00006207,3
HW00002695,1
HW00005030,1
HW00004143,2
HW00003952,3
HW00003096,9
HW00003074,0
HW00004200,4
HW00007386,9
HW00001208,6
HW00002397,3
HW00002215,5
HW00003034,7
HW00007717,6
HW00007039,5
HW00007767,0
HW00003468,0
HW00002589,1
HW00000596,6
HW00004171,8
HW00006062,1
HW00000555,4
HW00005331,4
HW00004409,6
HW00003140,7
HW00001144,1
HW00001163,2
HW00004942,7
HW00006294,6
HW00007019,3
HW00001589,4
HW00004607,4
HW00002842,7
HW00004048,7
HW00007754,1
HW00001433,6
HW00001129,7
HW00007797,2
HW00007718,2
HW00001462,0
HW00001081,2
HW00003099,0
HW00005735,9
HW00006219,7
HW00001160,7
HW00001603,6
HW00005208,0
HW00006765,5
HW00006920,2
HW00004709,3
HW00001298,6
HW00005482,7
HW00005662,9
HW00004287,9
HW00007741,2
HW00003475,2
HW00001429,4
HW00005361,0
HW00000878,4
HW00004518,2
HW00000754,0
HW00003100,1
HW00001382,2
HW00001651,2
HW00002661,7
HW00007619,3
HW00006379,2
HW00006960,0
HW00002485,7
HW00000995,1
HW00005852,2
HW00001945,9
HW00007820,3
HW00007170,0
HW00000636,7
HW00006947,8
HW00005632,2
HW00001968,6
HW00004397,1
HW00003993,9
HW00005906,1
HW00001864,2
HW00005119,4
HW00000259,5
HW00007557,3
HW00001863,0
HW00003511,3
HW00005696,6
HW00005865,7
HW00004217,2
HW00000474,2
HW00005514,0
HW00003263,6
HW00003793,2
HW00004425,9
HW00001781,7
HW00007118,9
HW00007362,1
HW00000655,4
HW00005462,0
HW00001435,8
HW00003323,6
HW00006745,6
HW00007772,3
HW00002680,0
HW00007365,6
HW00007778,2
HW00002915,4
HW00003962,5
HW00001981,2
HW00000279,8
HW00003509,7
HW00005673,7
HW00001421,9
HW00006839,7
HW00006186,4
HW00006206,6
HW00001213,3
HW00004874,1
HW00005142,4
HW00001200,6
HW00005818,7
HW00006365,9
HW00007539,2
HW00003363,7
HW00004546,7
HW00006467,7
HW00003075,6
HW00003374,7
HW00006831,4
HW00001795,1
HW00002034,6
HW00003508,0
HW00001961,2
HW00000482,7
HW00001648,6
HW00006283,3
HW00004630,2
HW00007835,6
HW00004650,2
HW00006309,4
HW00003780,2
HW00005020,4
HW00005768,4
HW00000212,9
HW00006245,2
HW00000288,5
HW00005957,0
HW00001847,1
HW00005613,8
HW00002565,5
HW00007480,6
HW00000971,8
HW00006212,9
HW00001933,0
HW00000734,6
HW00005791,4
HW00005388,2
HW00005915,6
HW00006643,2
HW00003776,4
HW00000780,9
HW00000806,7
HW00007528,7
HW00004777,4
HW00007672,7
HW00000767,7
HW00001010,8
HW00002777,5
HW00004516,2
HW00005562,0
HW00006274,6
HW00002690,8
HW00007897,8
HW00005147,2
HW00007467,8
HW00000130,4
HW00007700,4
HW00002578,6
HW00006542,6
HW00005130,1
HW00005982,0
HW00005604,6
HW00001549,9
HW00005853,4
HW00003237,9
HW00003460,4
HW00007012,4
HW00006519,7
HW00000880,4
HW00003354,0
HW00003936,6
HW00002372,2
HW00000506,3
HW00003917,7
HW00000677,4
HW00006568,4
HW00007547,9
HW00006686,9
HW00007910,0
HW00006580,2
HW00001836,4
HW00002396,9
HW00000290,2
HW00007085,9
HW00007072,4
HW00006569,6
HW00001948,8
HW00006282,7
HW00007548,7
HW00004997,6
HW00006244,0
HW00002672,2
HW00001249,7
HW00006557,1
HW00005359,5
HW00005313,2
HW00003180,4
HW00001271,7
HW00003744,3
HW00001736,7
HW00000669,9
HW00007033,1
HW00003974,0
HW00007294,2
HW00003669,2
HW00007877,4
HW00007381,4
HW00006949,8
HW00006178,0
HW00004924,6
HW00007116,9
HW00007438,8
HW00004796,6
HW00006629,7
HW00003494,0
HW00004971,9
HW00007211,7
HW00007513,6
HW00002356,6
HW00002472,2
HW00004018,4
HW00006948,6
HW00000640,0
HW00004916,8
HW00006313,0
HW00000490,8
HW00005746,2
HW00003450,7
HW00007295,5
HW00006825,9
HW00002576,9
HW00003683,8
HW00003588,9
HW00006725,7
HW00002380,0
HW00000456,7
HW00006844,4
HW00000040,6
HW00003820,9
HW00000014,0
HW00002203,6
HW00006591,4
HW00006781,6
HW00005682,4
HW00005799,4
HW00000543,7
HW00000435,9
HW00001515,9
HW00002116,8
HW00003880,1
HW00003935,0
HW00005624,6
HW00005289,1
HW00004622,8
HW00001407,7
HW00003827,6
HW00007501,6
HW00000114,4
HW00003332,7
HW00006718,2
HW00005234,7
HW00004128,1
HW00003539,9
HW00001086,8
HW00001789,5
HW00005231,2
HW00006592,9
HW00001176,4
HW00002604,9
HW00006883,9
HW00007788,9
HW00000719,8
HW00007344,4
HW00002026,6
HW00005627,4
HW00002642,3
HW00005096,1
HW00006399,7
HW00001452,0
HW00002829,9
HW00002285,6
HW00001985,4
HW00005181,6
HW00000168,7
HW00006697,9
HW00004612,9
HW00002083,6
HW00003659,4
HW00000659,4
HW00007677,4
HW00006126,9
HW00006768,7
HW00007425,4
HW00001954,3
HW00000375,2
HW00002341,2
HW00000948,4
HW00003529,3
HW00000842,0
HW00001463,1
HW00003981,0
HW00001771,6
HW00005240,3
HW00006493,1
HW00003681,1
HW00001924,7
HW00000958,4
HW00002879,0
HW00004220,9
HW00001257,9
HW00000953,0
HW00007299,4
HW00004549,1
HW00005442,7
HW00006504,5
HW00006225,1
HW00002564,8
HW00001857,0
HW00004493,0
HW00006548,2
HW00001267,2
HW00004304,4
HW00003903,0
HW00005703,0
HW00000508,5
HW00001136,2
HW00001557,6
HW00000751,2
HW00007277,7
HW00006333,1
HW00005267,8
HW00004487,8
HW00003894,4
HW00005112,6
HW00002029,6
HW00001746,1
HW00001070,4
HW00002816,6
HW00002393,8
HW00002192,5
HW00005272,9
HW00004922,1
HW00004583,2
HW00007441,0
HW00004342,3
HW00002491,3
HW00002908,7
HW00002632,0
HW00002962,9
HW00001120,2
HW00003020,7
HW00006827,6
HW00003657,1
HW00003273,9
HW00002076,2
HW00007113,7
HW00006540,7
HW00006953,9
HW00006702,7
HW00007682,9
HW00004235,4
HW00002697,8
HW00006160,4
HW00005785,0
HW00001123,9
HW00000539,7
HW00000074,2
HW00002859,5
HW00004668,4
HW00000846,0
HW00001956,3
HW00004356,4
HW00004102,4
HW00002796,9
HW00007470,4
HW00004666,8
HW00006625,9
HW00002973,5
HW00006116,9
HW00001883,3
HW00007010,7
HW00004891,0
HW00006752,8
HW00007323,1
HW00007545,2
HW00000170,1
HW00003221,7
HW00006898,0
HW00007114,6
HW00007077,1
HW00007092,5
HW00005394,7
HW00001587,6
HW00004541,7
HW00005317,6
HW00003113,9
HW00006378,2
HW00003736,9
HW00002566,0
HW00004830,6
HW00003666,3
HW00007282,9
HW00000992,6
HW00006624,6
HW00006340,4
HW00002148,2
HW00003235,0
HW00004955,5
HW00004946,6
HW00002822,4
HW00001373,7
HW00000936,1
HW00007565,8
HW00006859,0
HW00002534,8
HW00004296,1
HW00001324,1
HW00001849,7
HW00004680,9
HW00002906,7
HW00000576,6
HW00002839,1
HW00002290,9
HW00002283,6
HW00006122,0
HW00005235,9
HW00006362,6
HW00006261,5
HW00007564,1
HW00005123,0
HW00001252,5
HW00001741,7
HW00002620,7
HW00001973,3
HW00000384,8
HW00002477,2
HW00002723,0
HW00006916,4
HW00004196,6
HW00001934,0
HW00002444,2
HW00004248,7
HW00004459,0
HW00001544,0
HW00004135,4
HW00000367,6
HW00002308,5
HW00001986,5
HW00002800,4
HW00001862,6
HW00000415,0
HW00000876,2
HW00007084,2
HW00002342,1
HW00006801,6
HW00003737,7
HW00001464,2
HW00002958,4
HW00005932,7
HW00000472,6
HW00002201,1
HW00005591,9
HW00000631,6
HW00005678,0
HW00007030,2
HW00001460,7
HW00007411,6
HW00005312,5
HW00003680,7
HW00004046,4
HW00007286,2
HW00004273,1
HW00003572,3
HW00002162,7
HW00001588,4
HW00005864,4
HW00007407,4
HW00001888,1
HW00007849,0
HW00003654,6
HW00006228,6
HW00004595,0
HW00000219,6
HW00004403,0
HW00004592,0
HW00003208,0
HW00000946,9
HW00004368,5
HW00004792,9
HW00005051,0
HW00006000,8
HW00007581,0
HW00006779,6
HW00005500,3
HW00001831,1
HW00005757,1
HW00002167,0
HW00005321,0
HW00001467,6
HW00003008,7
HW00004923,3
HW00005155,6
HW00000787,0
HW00001168,6
HW00001690,9
HW00007806,0
HW00005224,7
HW00006754,4
HW00004718,3
HW00005907,9
HW00005440,0
HW00003389,1
HW00004918,4
HW00002070,0
HW00002188,1
HW00001116,9
HW00004609,2
HW00005955,8
HW00007604,9
HW00002114,1
HW00006701,0
HW00002592,1
HW00000029,6
HW00003121,8
HW00005206,6
HW00001149,2
HW00002345,5
HW00002086,5
HW00002481,4
HW00001132,0
HW00005681,2
HW00003671,5
HW00006761,2
HW00002065,8
HW00000914,1
HW00007209,4
HW00003892,4
HW00002335,8
HW00000727,9
HW00005280,4
HW00001988,1
HW00007874,3
HW00002878,7
HW00002863,4
HW00002206,6
HW00002181,4
HW00006201,0
HW00002804,7
HW00003471,1
HW00001341,4
HW00003919,5
HW00001743,1
HW00001639,1
HW00001558,1
HW00003715,1
HW00006596,9
HW00001927,4
HW00004823,0
HW00003991,1
HW00005106,0
HW00007898,2
HW00005512,0
HW00002838,4
HW00000282,0
HW00000700,2
HW00000945,7
HW00002257,6
HW00000054,1
HW00002729,7
HW00004567,2
HW00000629,4
HW00005620,6
HW00002292,7
HW00005322,2
HW00006738,9
HW00005003,1
HW00002173,9
HW00001399,1
HW00001193,5
HW00005671,4
HW00000703,1
HW00002097,9
HW00000120,7
HW00000153,6
HW00002582,1
HW00007642,7
HW00004885,9
HW00003334,7
HW00002900,2
HW00000666,4
HW00003150,6
HW00000312,6
HW00002790,0
HW00002649,7
HW00006165,7
HW00003123,0
HW00000429,2
HW00001159,4
HW00004608,7
HW00003658,1
HW00005523,4
HW00004972,3
HW00001093,5
HW00002132,0
HW00005144,7
HW00003653,2
HW00001765,1
HW00005699,2
HW00000728,4
HW00000536,2
HW00001021,7
HW00005715,3
HW00000419,7
HW00006056,5
HW00006650,4
HW00006648,3
HW00004654,6
HW00004094,1
HW00002274,6
HW00004317,7
HW00002636,7
HW00005997,0
HW00007058,7
HW00000489,7
HW00007307,4
HW00004307,6
HW00004969,7
HW00007066,3
HW00006764,5
HW00003918,4
HW00004708,4
HW00005837,9
HW00004312,7
HW00002814,4
HW00006249,4
HW00003787,7
HW00001694,9
HW00005526,0
HW00006089,6
HW00004089,0
HW00002057,4
HW00005989,3
HW00007394,8
HW00005930,6
HW00006719,6
HW00000112,0
HW00006320,8
HW00001894,7
HW00004937,0
HW00000332,0
HW00005825,1
HW00002517,2
HW00000097,7
HW00001877,2
HW00004714,9
HW00000593,3
HW00003466,9
HW00007926,6
HW00007653,1
HW00004027,2
HW00000630,6
HW00006910,1
HW00002199,8
HW00007095,2
HW00002248,9
HW00002108,8
HW00004398,2
HW00005362,6
HW00003296,1
HW00001809,0
HW00005929,0
HW00002095,6
HW00000965,9
HW00006590,7
HW00004578,0
HW00004949,1
HW00007749,4
HW00005634,9
HW00001277,6
HW00000016,7
HW00002252,7
HW00003567,0
HW00005102,5
HW00005942,9
HW00001492,9
HW00000512,7
HW00006507,0
HW00003085,5
HW00005895,4
HW00005525,7
HW00003524,9
HW00002306,0
HW00006583,1
HW00002573,9
HW00005441,3
HW00004835,0
HW00003304,8
HW00000624,5
HW00001620,5
HW00001643,7
HW00005217,7
HW00001478,7
HW00000988,4
HW00003988,7
HW00004960,0
HW00007007,3
HW00001215,9
HW00004901,2
HW00001969,6
HW00004936,0
HW00001996,7
HW00002572,2
HW00006547,1
HW00004059,2
HW00000759,6
HW00000386,7
HW00004895,6
HW00000217,2
HW00007472,4
HW00003364,2
HW00000216,6
HW00001964,4
HW00000284,0
HW00003842,4
HW00007246,8
HW00003265,4
HW00006466,1
HW00002721,3
HW00004153,6
HW00002424,0
HW00004162,6
HW00002441,2
HW00001055,8
HW00005951,6
HW00002152,8
HW00002795,7
HW00007124,2
HW00001756,4
HW00002938,4
HW00003532,0
HW00002670,6
HW00000171,3
HW00001388,2
HW00004599,2
HW00001678,6
HW00002882,0
HW00000057,0
HW00003130,0
HW00004871,0
HW00005468,1
HW00001094,0
HW00003888,4
HW00007405,3
HW00001505,6
HW00002433,6
HW00001212,2
HW00006359,7
HW00002655,6
HW00005409,6
HW00000969,9
HW00002609,7
HW00005064,6
HW00004939,3
HW00001797,6
HW00001827,6
HW00004803,6
HW00003865,4
HW00006653,4
HW00002579,9
HW00005444,7
HW00000494,9
HW00000726,1
HW00000711,7
HW00000504,0
HW00006919,7
HW00004117,0
HW00007121,5
HW00004191,3
HW00007699,1
HW00003419,0
HW00004055,3
HW00004185,2
HW00001537,2
HW00001875,6
HW00000156,5
HW00002369,8
HW00000322,0
HW00004297,0
HW00006830,7
HW00006081,2
HW00001133,6
HW00007508,3
HW00006484,6
HW00006829,2
HW00000688,0
HW00002606,9
HW00004547,4
HW00005473,6
HW00002593,4
HW00001628,0
HW00000108,1
HW00000896,8
HW00002338,7
HW00004282,7
HW00006366,4
HW00000869,7
HW00006812,9
HW00005196,6
HW00005226,0
HW00006171,9
HW00005009,3
HW00007644,7
HW00002913,0
HW00007705,6
HW00005994,9
HW00002299,7
HW00006251,0
HW00003504,1
HW00007858,5
HW00002351,4
HW00002897,8
HW00001218,7
HW00005855,6
HW00006929,0
HW00003033,7
HW00007345,9
HW00005088,6
HW00004808,5
HW00001606,9
HW00004721,1
HW00003628,3
HW00006985,1
HW00003873,8
HW00005427,0
HW00001307,5
HW00006566,7
HW00003601,2
HW00002538,2
HW00007331,6
HW00005894,8
HW00005515,6
HW00004243,9
HW00007410,0
HW00003949,0
HW00002080,0
HW00004810,4
HW00006339,2
HW00000395,0
HW00004101,0
HW00002041,6
HW00004569,5
HW00005570,9
HW00007216,0
HW00000825,2
HW00000368,1
HW00001239,1
HW00003698,7
HW00004262,1
HW00007202,3
HW00005802,4
HW00000866,1
HW00003718,5
HW00002159,6
HW00002156,4
HW00001825,6
HW00005032,4
HW00000561,9
HW00003092,2
HW00003129,4
HW00005057,9
HW00001655,7
HW00002837,0
HW00003701,7
HW00003040,6
HW00007497,0
HW00005150,8
HW00005518,9
HW00007469,9
HW00004079,6
HW00006705,2
HW00007777,8
HW00000352,9
HW00007177,2
HW00002596,0
HW00002398,8
HW00004015,8
HW00003193,1
HW00001074,7
HW00001615,6
HW00003925,6
HW00002129,3
HW00007863,0
HW00002747,6
HW00001362,7
HW00004791,4
HW00003224,4
HW00002713,2
HW00007599,7
HW00006713,4
HW00006016,1
HW00003836,1
HW00006085,2
HW00004867,6
HW00002320,1
HW00005376,0
HW00002850,3
HW00006008,9
HW00007814,7
HW00002475,4
HW00000450,7
HW00007567,2
HW00005528,1
HW00004479,9
HW00000782,6
HW00002392,0
HW00007108,0
HW00005960,6
HW00004560,5
HW00003093,7
HW00005745,0
HW00000801,3
HW00002049,2
HW00007086,6
HW00000749,6
HW00001366,6
HW00007929,6
HW00000251,0
HW00007765,4
HW00000699,3
HW00007550,1
HW00007643,7
HW00007617,1
HW00001813,7
HW00007087,5
HW00000267,6
HW00002742,7
HW00002971,2
HW00007314,2
HW00004257,8
HW00000392,3
HW00005913,1
HW00000763,4
HW00004332,4
HW00003629,6
HW00004289,7
HW00007605,9
HW00005110,3
HW00005598,6
HW00006623,7
HW00003705,7
HW00005973,0
HW00004991,7
HW00000129,7
HW00004310,1
HW00002400,2
HW00004263,0
HW00000967,2
HW00000715,4
HW00000167,8
HW00004192,6
HW00003089,7
HW00005465,0
HW00002134,6
HW00003342,9
HW00005747,8
HW00007694,5
HW00006849,8
HW00006222,1
HW00003716,8
HW00001275,5
HW00001474,6
HW00002004,4
HW00004633,7
HW00002532,6
HW00006755,0
HW00007689,2
HW00003656,1
HW00003902,6
HW00007352,0
HW00003973,1
HW00001089,2
HW00005083,3
HW00007291,6
HW00007427,2
HW00002851,0
HW00000466,7
HW00004383,9
HW00007779,1
HW00003484,2
HW00004376,2
HW00006018,4
HW00002417,0
HW00006981,8
HW00003379,4
HW00003930,6
HW00001748,8
HW00002020,0
HW00000022,7
HW00004198,1
HW00001983,3
HW00002495,9
HW00004669,0
HW00003616,1
HW00004486,6
HW00000783,0
HW00005561,6
HW00003611,2
HW00003822,0
HW00006476,6
HW00000025,6
HW00003898,0
HW00002196,6
HW00000909,5
HW00007232,5
HW00003985,8
HW00005184,6
HW00006973,8
HW00006518,4
HW00007903,4
HW00003209,2
HW00003921,9
HW00003276,6
HW00003315,0
HW00006703,6
HW00007048,2
HW00001398,0
HW00007466,2
HW00004645,3
HW00005099,4
HW00005695,2
HW00002857,0
HW00006743,6
HW00002942,4
HW00002301,3
HW00006634,2
HW00005704,6
HW00004531,5
HW00001199,7
HW00001584,7
HW00004535,1
HW00005888,2
HW00004658,7
HW00001840,8
HW00000326,6
HW00000623,4
HW00000486,8
HW00003578,7
HW00000479,4
HW00006901,7
HW00002846,2
HW00005586,1
HW00007773,2
HW00007169,6
HW00000560,0
HW00000347,8
HW00002432,2
HW00006040,9
HW00002683,0
HW00001101,5
HW00001395,6
HW00001318,6
HW00007034,7
HW00002074,2
HW00006797,7
HW00007531,1
HW00001882,4
HW00003457,0
HW00002330,2
HW00007583,6
HW00001910,6
HW00002078,4
HW00005991,6
HW00001156,6
HW00006360,7
HW00000338,7
HW00000492,3
HW00006579,0
HW00000235,9
HW00004582,2
HW00007285,1
HW00005773,4
HW00005210,0
HW00006023,1
HW00001031,7
HW00006508,7
HW00006017,2
HW00002445,2
HW00005273,9
HW00001880,9
HW00004781,6
HW00002760,0
HW00005090,0
HW00005795,3
HW00000785,7
HW00005013,9
HW00003127,4
HW00003580,6
HW00002411,3
HW00003134,7
HW00004270,6
HW00007200,2
HW00006822,9
HW00005170,3
HW00004334,8
HW00004945,9
HW00000311,0
HW00003688,9
HW00002588,2
HW00007017,6
HW00003346,7
HW00007109,7
HW00006899,1
HW00005959,2
HW00007375,9
HW00000250,7
HW00000644,1
HW00005931,1
HW00007750,6
HW00000297,4
HW00004250,2
HW00000993,9
HW00006620,7
HW00003288,0
HW00007579,0
HW00000263,6
HW00002679,7
HW00006131,5
HW00003846,0
HW00002706,2
HW00001016,0
HW00003173,6
HW00007418,6
HW00005414,0
HW00003238,9
HW00006496,0
HW00005120,3
HW00006651,1
HW00000883,1
HW00006215,8
HW00004481,7
HW00007139,0
HW00001800,9
HW00007248,6
HW00002474,0
HW00007707,3
HW00001583,4
HW00002772,4
HW00001130,6
HW00000685,2
HW00007008,7
HW00006335,7
HW00007722,6
HW00005305,0
HW00001473,6
HW00004802,2
HW00003824,6
HW00007526,7
HW00001003,7
HW00003670,2
HW00001553,4
HW00000627,9
HW00001692,8
HW00002738,6
HW00001881,4
HW00007641,4
HW00003326,5
HW00004202,5
HW00002875,4
HW00003639,1
HW00003080,1
HW00005585,9
HW00007334,9
HW00000841,1
HW00001917,7
HW00000397,8
HW00005647,5
HW00001609,4
HW00007756,2
HW00002287,4
HW00000609,9
HW00001895,6
HW00002376,0
HW00001672,5
HW00002964,4
HW00002069,6
HW00000701,9
HW00003431,9
HW00005259,8
HW00004359,6
HW00005364,9
HW00006292,4
HW00007094,1
HW00001286,4
HW00005438,5
HW00007031,8
HW00002801,9
HW00005995,0
HW00007674,6
HW00007003,3
HW00004644,7
HW00007670,6
HW00000794,6
HW00003157,5
HW00003809,2
HW00001232,6
HW00000529,7
HW00000599,9
HW00002009,8
HW00005298,1
HW00003485,7
HW00003403,7
HW00004579,0
HW00005173,0
HW00000468,4
HW00003073,4
HW00004123,1
HW00003663,4
HW00004505,5
HW00001931,9
HW00001408,4
HW00000339,3
HW00004183,4
HW00000155,9
HW00001477,7
HW00001047,7
HW00007090,0
HW00001480,1
HW00003768,9
HW00003864,5
HW00000957,2
HW00006971,6
HW00002183,7
HW00006275,3
HW00006605,2
HW00002739,9
HW00002549,3
HW00004711,0
HW00000622,6
HW00007651,1
HW00007459,0
HW00003187,6
HW00002191,4
HW00005091,5
HW00005194,4
HW00005000,7
HW00006088,6
HW00002468,9
HW00003488,6
HW00005566,0
HW00003171,4
HW00005385,6
HW00005870,0
HW00005370,6
HW00007206,1
HW00004367,8
HW00007692,1
HW00001484,4
HW00007687,0
HW00002696,7
HW00001448,2
HW00007759,4
HW00005592,1
HW00007002,7
HW00003386,9
HW00003397,2
HW00006780,5
HW00001358,2
HW00000579,4
HW00004625,2
HW00004698,9
HW00000208,5
HW00000448,7
HW00006505,3
HW00000321,5
HW00001323,6
HW00003424,8
HW00000464,0
HW00003309,6
HW00003895,1
HW00003868,7
HW00006305,1
HW00005255,4
HW00005300,3
HW00004156,9
HW00004833,6
HW00006230,0
HW00006854,8
HW00000086,1
HW00007027,9
HW00000900,4
HW00001092,1
HW00005021,0
HW00001635,0
HW00002447,8
HW00003128,7
HW00007230,6
HW00004371,1
HW00004930,1
HW00007376,6
HW00003025,5
HW00001724,0
HW00002473,8
HW00001762,6
HW00004091,9
HW00006673,4
HW00003821,7
HW00001786,9
HW00002798,4
HW00005459,8
HW00002295,4
HW00000480,4
HW00005085,1
HW00007507,4
HW00006409,0
HW00002507,2
HW00003152,4
HW00002374,4
HW00007471,2
HW00002631,8
HW00004329,4
HW00006603,6
HW00005770,7
HW00007384,6
HW00003730,6
HW00003229,6
HW00000425,5
HW00004009,8
HW00007633,6
HW00000484,1
HW00004417,6
HW00005252,7
HW00002229,7
HW00002617,3
HW00004234,6
HW00006515,0
HW00003830,2
HW00007538,6
HW00003940,6
HW00002187,5
HW00003234,1
HW00000067,4
HW00001367,5
HW00004439,4
HW00006621,4
HW00005381,1
HW00006432,7
HW00003103,3
HW00005861,5
HW00005804,4
HW00005877,9
HW00002898,8
HW00001434,2
HW00003350,4
HW00003557,6
HW00001547,2
HW00004538,6
HW00000211,1
HW00006979,4
HW00002969,1
HW00002365,9
HW00007367,0
HW00000183,1
HW00002855,3
HW00005565,8
HW00007922,9
HW00003535,1
HW00005469,2
HW00004720,7
HW00006813,0
HW00007889,4
HW00001808,9
HW00005204,2
HW00007794,6
HW00007769,6
HW00006181,6
HW00005019,7
HW00006237,6
HW00005183,3
HW00007203,3
HW00006984,1
HW00007228,0
HW00007231,4
HW00007036,9
HW00005706,7
HW00004113,2
HW00001879,1
HW00002099,7
HW00006472,6
HW00003585,4
HW00007628,5
HW00006312,3
HW00002177,0
HW00006373,1
HW00001617,2
HW00006417,4
HW00001417,0
HW00001755,2
HW00003760,7
HW00004613,7
HW00004421,0
HW00003301,3
HW00006750,6
HW00005002,2
HW00001539,9
HW00003115,4
HW00000932,0
HW00000586,7
HW00000359,7
HW00004726,6
HW00001822,1
HW00000870,4
HW00006491,8
HW00001739,2
HW00005241,2
HW00001113,6
HW00006139,5
HW00004051,8
HW00002450,6
HW00006074,7
HW00003984,1
HW00007148,0
HW00005336,0
HW00005092,5
HW00005356,7
HW00006741,8
HW00001040,5
HW00003648,9
HW00000572,9
HW00005910,6
HW00000085,5
HW00001997,4
HW00000283,3
HW00007141,0
HW00000218,9
HW00006637,6
HW00005169,5
HW00002071,5
HW00004347,0
HW00006277,0
HW00001946,7
HW00004926,3
HW00004948,4
HW00006423,6
HW00002673,6
HW00003417,9
HW00004980,3
HW00006349,6
HW00001179,6
HW00006464,0
HW00003813,6
HW00001354,6
HW00004494,2
HW00006328,4
HW00004231,4
HW00006077,4
HW00001999,3
HW00007097,9
HW00003318,4
HW00000592,4
HW00006217,6
HW00002266,4
HW00004132,3
HW00005426,2
HW00003302,2
HW00002554,2
HW00006742,5
HW00004678,8
HW00006395,7
HW00001928,7
HW00001892,1
HW00004938,2
HW00005228,5
HW00002643,9
HW00007403,0
HW00006846,9
HW00003293,0
HW00006663,2
HW00004586,6
HW00005335,0
HW00000595,1
HW00007575,6
HW00005658,6
HW00003798,7
HW00001259,9
HW00003290,2
HW00002439,0
HW00002282,0
HW00004786,9
HW00007452,1
HW00001665,2
HW00007831,1
HW00004341,6
HW00007178,8
HW00003373,1
HW00000455,3
HW00002876,7
HW00001697,4
HW00003102,9
HW00004337,7
HW00007843,0
HW00006532,5
HW00003320,7
HW00006933,0
HW00006601,0
HW00003066,4
HW00005412,6
HW00007371,9
HW00000510,4
HW00000612,4
HW00001799,0
HW00001345,7
HW00003118,4
HW00007931,5
HW00000768,1
HW00000313,8
HW00001930,0
HW00002466,0
HW00005501,2
HW00002147,6
HW00000463,1
HW00003841,6
HW00003826,8
HW00000470,9
HW00000023,2
